"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RPS26",1887.75435937414,-0.377152149994567,0.448566440602442,-0.84079439711994,0.400463126511986,0.887132222903846
"RPS27",2070.96286962229,0.330513245074189,0.171760830858451,1.92426435888964,0.0543214556304592,0.653605385864648
"RPS27A",4494.04647662965,0.0516314411802994,0.216268816813786,0.238737335973663,0.81130926378751,0.973569198872002
"RPS27L",499.425303615177,0.354613731410577,0.387556652523254,0.914998437265372,0.360192450524795,0.876896340355622
"RPS28",957.419416984206,-0.328676974659001,0.240829994918242,-1.36476760201976,0.172326104544916,0.787152152610584
"RPS29",1457.26823476093,0.288909000439853,0.245492233068104,1.1768559714869,0.239252997930036,0.822931335578812
"RPS2P46",65.0924230779153,-0.836366099771706,0.577711648034661,-1.44772241068182,0.147694699723539,0.763751188868344
"RPS2P5",761.664239135903,-0.234065050174167,0.41822612088214,-0.559661480924403,0.575710360591264,0.925486374514938
"RPS3",2942.27525979488,0.132730651629608,0.331343865012511,0.400582795231765,0.688727314669441,0.950357950640912
"RPS3A",7820.64309680145,0.393343413674743,0.188763956549605,2.0837845363311,0.0371797705557046,0.619805921420385
"RPS3AP26",663.286394353395,0.318558224253148,0.181421761985028,1.75589863513418,0.0791057180738533,0.691705318883453
"RPS3AP6",491.745313998049,0.496704597125318,0.247909662881497,2.00357094335104,0.0451160410199024,0.637106241464481
"RPS4X",17060.9163093224,0.102401615955234,0.1943193293448,0.526975964256919,0.598210279857159,0.929381887601718
"RPS5",2555.1261859167,-0.310121714849918,0.266521793783593,-1.16358857730684,0.244590782705291,0.823775661155981
"RPS6",9242.93835264192,0.0229242689245368,0.185599381790905,0.123514791392803,0.901699462138156,0.989085547633755
"RPS6KA1",262.216638380317,-0.163651024580306,0.355663659302067,-0.460128608307761,0.645423910685489,0.941842812327093
"RPS6KA2",575.133146728854,-0.0423711382968592,0.201574096634414,-0.210201305645466,0.833510560570996,0.978606450580468
"RPS6KA3",1069.7352535978,0.0296936276234302,0.266822053091772,0.11128625718661,0.911389352886777,0.989198747021526
"RPS6KA4",72.1933371236726,-0.691071344657386,0.285924507025343,-2.4169713601924,0.0156502484568676,0.522911752442326
"RPS6KA5",474.846653949295,0.41464576455395,0.246182670851535,1.68430118626834,0.0921234762683678,0.716007204137161
"RPS6KA6",143.269320549221,0.25358580633213,0.306790060856284,0.826577646043502,0.408476491813746,0.888299045690926
