,BOB12371,BOB12540,BOB16124,BOB17103,BOB17481,BOB18762,BOB20101,BOB20533,BOB20722,BOB21170,BOB21321,BOB21695,BOB23664,BOB23984,BOB25183,BOB26804,BOB27302,BOB28258
C20orf195,0,0.090407,0.290352,0.503042,0.385954,0.816582,0.108128,0,0,0,0.225555,0.688187,0,0,0.320362,0.445302,0.313683,0.70849
C20orf196,0.539686,1.247647,1.050867,0.360947,0.861386,0.260401,0.772825,1.114639,0.663699,0.607383,0.892977,1.222256,1.697845,0,0.919251,0.201689,1.851132,1.315389
C20orf197,0,0.147425,0,0.274831,0.326987,0.495478,0,0,0.115992,0,0,0.178031,0.28898,0,0.348796,0.280035,0.076028,0.481967
C20orf203,1.07898,1.287763,0.052942,1.208001,1.494768,1.313801,0.6206,0.821631,3.35333,0.081257,1.740729,0.574995,0.0188,0.02427,0.060498,0.999504,0.05937,0.106154
C20orf24,31.777553,2.047624,10.565314,24.878207,14.815397,8.464097,25.178478,27.908856,28.302467,10.563035,10.629929,20.17815,41.220448,0,17.572721,15.21882,11.377862,33.176689
C20orf27,2.654207,3.247295,2.285405,3.158332,2.405744,1.929249,3.491809,3.889031,1.916552,2.570774,3.226208,3.465513,2.574009,2.226714,5.250862,2.156358,2.625321,5.214701
C20orf96,30.462532,4.839475,27.574179,26.364511,12.485797,12.750806,15.116939,9.76331,9.175803,5.691803,11.804107,15.593977,9.465838,6.820548,12.673022,11.266353,25.358813,16.346856
C21orf2,3.093242,2.182441,1.32841,5.096848,4.727105,3.221443,1.661251,2.110395,1.156062,1.882908,2.069576,5.395545,1.554515,2.080062,4.990108,2.975995,1.037481,3.869304
C21orf33,15.48884,12.116853,22.026687,9.818957,17.977383,13.115096,8.704096,14.073211,12.404569,22.953873,50.269394,20.369251,19.092151,3.874698,7.374542,16.468241,11.751072,52.102561
C21orf58,6.510713,1.417189,5.029996,3.309907,0.781204,0.716252,0.110279,1.848082,2.840126,16.093689,1.904756,3.800752,1.684186,0.333222,2.117842,0.621229,1.342712,5.102016
C21orf59,10.742867,17.767752,16.318116,26.191239,22.470398,16.974527,14.347774,19.568104,12.120395,13.891876,17.541174,14.987678,17.42874,17.426157,13.958044,18.041109,14.069295,10.433263
C21orf62-AS1,0.832233,1.686687,2.210914,1.691274,0.899864,0.278209,0,0,2.485022,1.940454,0.753035,0.441252,2.208205,0.052299,0.130594,0.298172,0.378168,0.347564
C21orf91,8.430354,9.461213,10.842029,15.92776,13.268855,11.848722,16.906731,7.883845,22.788386,11.141583,22.634385,6.51577,12.25943,19.367166,10.693189,12.136333,7.327437,12.738805
C22orf29,6.028385,3.861455,1.142444,4.184574,3.820368,1.334192,2.054632,1.195796,2.076098,1.742563,1.994078,3.612444,1.334566,1.910635,3.552973,1.385196,1.068951,6.677917
C22orf34,2.420109,3.857121,0.947349,2.518231,0.959751,0.781107,1.354606,3.207819,2.773915,1.875782,0.409307,0.592234,1.029379,0.43889,1.036057,1.558257,0.600768,4.216927
C22orf39,7.37435,4.693745,3.477035,2.906277,4.10484,6.444357,5.12849,5.314717,6.431853,1.136651,3.756708,6.876041,2.218138,2.043881,3.801872,6.679368,1.687456,8.539218
C22orf46,0.145964,1.049635,0.504608,1.4633,1.759491,2.141987,0.437497,0.616589,1.265246,0,0.239877,1.526266,0.396117,0.619531,1.646504,1.989913,0.545601,1.559468
C2CD2,19.283751,7.793966,16.463861,16.210827,24.098773,15.480904,22.470752,12.23118,14.397189,26.105923,20.003009,13.5789,19.305538,8.481557,18.253501,26.770683,10.358262,27.05758
C2CD2L,5.330832,7.957602,6.026526,12.842735,8.827987,14.683408,6.339967,9.79983,10.934903,5.449144,4.220747,13.109746,12.629312,2.931541,5.144213,8.156926,5.419597,6.437791
C2CD3,107.504568,70.201777,50.229153,64.368567,99.060721,88.328142,61.238791,79.4733,66.463982,81.178951,64.4447,66.987573,54.836484,103.699443,64.168692,73.018702,39.183599,66.639579
C2CD4A,0,0,0.026553,0.107371,0.255395,0.15485,0,0,0.045326,0,0.160223,0.250215,1.60825,0,0.211877,0.024292,0.178176,0.17377
C2CD5,103.136331,69.050091,85.281977,44.494342,98.533483,85.606823,105.797147,70.722328,88.156188,56.036888,75.753314,49.474587,61.496587,69.964369,58.988684,103.524069,58.762479,86.871671
C2orf15,0.748479,0.286446,1.8637,0.889902,1.780292,1.146781,1.201029,0,1.656974,0,1.575048,1.048473,1.799992,2.719175,0.793971,1.635559,2.332112,0.810506
C2orf16,0,0.416371,0,0.019404,0,0,0.497779,0.049101,0.073749,6.764915,0,0.150553,0.168169,0,0,0.013152,0.627652,0.321761
C2orf27A,9.17128,2.137639,5.26109,13.886667,10.676624,9.188046,9.328229,4.807131,9.43599,32.20753,10.994897,8.913163,3.792189,12.689421,8.110909,4.04035,10.729162,9.851708
C2orf40,5.184232,0.577781,6.340318,6.365475,20.093546,16.288247,3.905228,0.714682,14.366812,2.1345,9.030384,18.165015,2.752096,4.725219,16.167358,12.518249,2.835608,10.776889
C2orf42,6.020444,7.229513,8.812196,6.82179,8.597889,6.527217,4.920979,5.766565,10.46975,6.681228,7.295401,8.030011,3.86706,3.112036,5.704834,4.99217,10.765761,4.098535
C2orf43,49.605672,34.251248,43.606859,25.205925,44.97685,26.48199,31.913054,37.435899,18.354537,30.676107,31.451821,29.508817,24.988044,37.358398,15.766185,26.037255,25.887552,8.542773
C2orf44,10.080936,11.56629,12.45713,2.473671,7.820052,3.766771,6.650786,1.709238,4.964,2.852227,9.132856,7.306583,2.380334,17.775441,5.43901,6.60142,9.000582,8.908163
C2orf47,16.557331,12.602503,9.145434,5.534397,4.960782,7.984424,2.618486,5.039072,7.121839,4.856187,7.626221,5.302452,8.793711,11.639246,4.117003,4.901178,4.952222,4.029344
C2orf48,0.713803,0,5.731362,2.365054,0.069542,0.854367,0.087457,2.029747,4.472681,0,0,0,1.907268,1.990842,0.687942,0,1.005354,15.770425
C2orf49,10.672952,5.946787,13.862075,5.093836,10.776964,9.270031,5.541421,7.954215,12.12714,0.485677,5.935724,6.776341,5.140743,12.470829,6.929003,13.752875,7.341243,4.630848
C2orf68,1.841986,5.802338,6.656294,7.245003,10.623188,5.758984,5.575937,4.416519,7.46069,4.266591,4.819535,7.756639,7.227627,3.84178,6.504219,5.741134,6.892105,5.298701
C2orf69,11.048236,7.419799,5.810828,6.713365,6.512177,6.162374,12.168204,6.365112,9.551482,10.842803,12.059079,2.583226,6.64559,11.589388,3.648035,5.851465,5.601195,7.061538
C2orf70,0.641497,0,0,0.849959,0,0.347644,1.048806,0.180993,1.550904,0,0,0,1.674146,0,0.136001,0.946776,0.46844,0
C2orf72,0,0,6.311654,5.333242,5.784262,3.840007,5.707445,0.033323,0.049982,0.026919,0.035341,10.296672,12.007748,0.598019,6.079784,2.466256,0.250937,3.614095
C2orf73,0,0,0.193518,0,0.342892,0.644904,0.318217,0,0.476609,0,1.116321,0.229167,0,1.252356,0,0.066792,0.081353,0.91095
C2orf74,0,13.985788,10.048863,7.819609,12.839051,10.278361,9.282517,8.406178,7.230969,5.211894,0,9.864341,12.771246,16.344616,13.0338,18.595981,0.93508,9.828982
C2orf76,2.123055,8.646161,21.297423,15.748705,11.087502,11.471802,12.737398,13.535535,5.38178,21.855568,6.393332,8.664639,10.560251,16.96829,9.242218,9.203584,9.139166,15.798097
C2orf81,0,0.218633,0.25567,2.229291,0.721851,0.757934,0.087202,0.266103,0.619166,0.37149,0.060858,2.317164,0.214457,0.690503,0.533211,0.392516,1.535027,4.455537
C2orf82,0,0,1.70091,1.010096,6.221977,1.800061,0.593296,1.463651,0,0,0,4.791105,0.331583,0.228407,3.994355,5.760155,0,3.237849
C2orf88,8.583404,9.864495,5.729142,6.671532,18.930063,8.221148,16.273362,7.887365,12.176959,12.927284,14.091001,1.851443,9.307605,8.639629,10.233939,12.522003,2.680303,9.364619
C3,696.724649,632.130172,504.790384,695.260338,557.493384,386.920001,386.484226,1937.047687,1239.473229,94.38463,559.021293,883.537768,702.96001,149.371193,716.540243,729.982593,212.27368,874.013263
C3AR1,12.386905,33.800463,2.242765,5.823255,9.507491,7.09535,4.091139,13.36469,4.577433,3.102666,3.898389,2.385053,5.175914,2.305569,4.567119,2.001187,1.221346,4.913524
C3orf14,24.56588,32.382094,6.075766,46.331892,18.092969,30.095976,24.827456,8.913011,8.569056,71.839784,45.466087,11.466154,48.540707,12.957109,11.746705,13.223069,19.519789,17.386314
C3orf17,80.444719,53.002,46.804427,45.664939,54.270215,41.119012,47.638066,52.668876,76.904449,38.118416,40.152487,31.437647,37.335992,45.249255,42.411394,44.319805,36.818648,45.176677
C3orf18,5.518944,6.269825,4.163647,3.552853,3.36107,3.205421,3.021728,2.350971,4.205049,9.07215,2.971477,6.740577,1.338381,3.352506,4.208292,2.816366,3.301609,6.56471
C3orf20,0,0.342379,0.523795,0.185729,0.550445,0.602684,0,0,0.987868,0,0.199554,0.106316,0,1.089362,0.579415,0.226935,0.429823,1.367709
C3orf33,0.754722,1.159278,0.539411,0.857416,0.58836,0.623527,1.496167,1.288606,0.273484,3.655784,0.322722,0.555563,0.682387,1.684098,0.892398,0.501485,1.439466,1.490101
C3orf35,12.592972,1.060941,2.741037,3.395758,3.469641,7.434882,3.23347,3.059381,2.027437,22.402413,3.634336,2.530591,2.468804,2.999934,1.532943,1.905928,0.721343,3.676287
C3orf36,0,0.168732,0.353899,0.078645,0.080305,0.255259,0.302904,0.133025,0,0,0.070467,0.367654,0.248364,0.079922,0,0.107132,0.195952,0
C3orf38,29.741106,16.438427,19.870894,16.410143,16.776301,16.587194,15.498325,16.840329,19.103697,11.096884,17.342964,12.816143,14.259443,11.04441,11.99128,15.503964,12.372339,12.546999
C3orf52,17.491101,4.195229,6.149065,33.456268,6.294884,9.183313,22.726036,1.443785,1.193974,0.34272,1.73494,9.693557,5.63732,3.884803,3.930681,3.746943,16.837117,2.547448
C3orf58,12.036855,15.174641,34.429562,8.212272,30.711929,19.092962,16.659039,9.02064,14.57777,20.557063,8.675038,12.764152,18.56639,12.265211,21.110054,15.519114,16.96343,21.05172
C3orf62,65.759512,31.101625,18.398714,12.261202,23.965334,13.261414,10.460132,29.81938,13.715842,20.577815,49.242658,8.888935,17.999616,13.448578,12.093167,9.76945,4.186895,56.139495
C3orf67,2.479607,2.411889,9.73323,6.890995,3.075425,2.044516,6.929308,2.34467,2.365813,1.332085,1.591677,0.630817,1.420383,8.812617,1.051911,2.427612,2.416333,6.810459
C3orf70,0,0.547591,1.131584,0.367472,0.665568,0.198721,0.130933,0.430524,0.129318,0,0.054821,0.095047,0.193026,0.789218,0.120773,0.318302,0.152396,0.107342
C4A,262.876234,262.921853,397.073424,1823.588382,995.873109,407.380045,442.464927,112.078965,355.768989,113.255277,979.223825,1017.558389,1974.839681,67.528156,773.108718,357.270974,814.487198,778.004238
C4B,305.015395,53.616077,136.843702,1199.155134,848.500678,602.660344,282.85173,96.78249,404.336295,150.782736,598.465127,733.916297,1089.773164,78.41753,886.428739,264.836698,697.551575,376.879174
C4BPA,1.612251,0.486482,0,1.133663,1.326058,0.36791,0,0,1.004514,0,0.101539,0.044096,3.578318,1.768843,0.767718,0.462462,1.130387,1.274615
C4BPB,0,0.60824,0.048241,2.616338,0.514001,0.665292,0.58,0.517786,5.402062,0,0,0.196641,2.278611,0.508036,0.483544,0.313607,0.842514,0.401214
C4orf19,1.390321,0,0.198428,0.928902,1.963837,0.287119,0,0,0.503814,0.725573,1.069887,1.239635,1.190815,0.404657,0.899038,1.186038,0.371219,0.24178
C4orf27,14.498054,21.662189,15.748218,10.931673,14.445278,12.602604,11.84875,10.111609,22.420007,13.546095,11.203437,7.493607,16.385226,16.143077,9.468103,12.724057,6.408485,9.55708
C4orf29,21.670995,18.295478,18.248997,12.718357,21.070945,13.79203,27.062415,16.486864,28.056141,26.569815,33.539831,12.208099,10.848906,22.822915,14.661977,16.245692,17.217147,13.272001
C4orf3,20.553439,17.094701,19.268153,14.973348,20.861735,17.265273,30.169104,20.582394,16.450821,17.747135,23.672173,12.767285,19.764797,11.973361,22.488686,14.168371,8.257274,12.967759
C4orf32,1.303924,0.948137,0.839622,2.035158,1.418274,1.172928,1.992024,0.846809,1.13668,0.145806,2.624324,1.817247,0.537901,2.002582,0.757904,2.041027,0.288694,1.26158
C4orf33,12.989766,1.790493,2.185935,8.246575,6.458347,9.83347,7.609708,5.414437,4.795722,6.149547,4.112411,6.291505,8.065885,9.397001,2.610468,3.76274,2.365164,2.741713
C4orf36,1.323814,0.638425,2.734686,2.401537,1.05266,6.424857,1.557491,1.748665,4.709219,0,1.166956,1.850849,2.620714,6.698754,1.563217,2.549819,1.396743,1.953335
C4orf46,1.521629,1.050668,2.937877,0.601515,1.040798,0.491798,1.963616,1.270325,2.720097,2.799763,0.197541,0.930761,1.001951,0.186986,0.414088,1.454289,0.620364,1.103889
C4orf47,18.262255,4.743713,3.758656,1.638094,1.005263,4.269001,0.596373,4.034523,1.397406,0,8.844813,1.139552,3.690349,16.789393,2.181814,4.127494,0.670412,0.398441
C5,18.599465,15.693337,10.861896,16.234783,16.243799,13.430901,20.16942,13.653489,19.072313,14.299707,21.13932,8.186608,4.858649,21.039954,15.011587,18.084498,10.148363,12.237661
C5AR1,13.410669,18.798547,2.873669,1.316905,6.402248,3.585922,8.295591,27.697459,9.137643,11.656106,3.976139,2.728043,1.255283,9.053178,3.950386,2.424563,3.708306,6.18502
C5AR2,0.26646,3.861821,0.091954,4.129159,5.125745,1.373512,0.159696,5.915276,1.059318,0.048439,4.743422,10.246991,5.272961,4.410383,2.875778,1.518752,10.292746,3.007553
C5orf15,8.355548,6.277752,15.095441,10.518114,9.265358,6.750104,4.96058,18.258124,6.252354,5.75066,5.754357,14.267269,10.853218,6.604807,11.453368,8.840095,12.883431,7.563328
C5orf22,35.346651,18.766299,18.931355,17.618915,22.176149,22.006363,10.023104,14.288593,24.975168,33.536806,23.984148,16.150719,18.063936,19.848343,15.128748,19.597503,16.088338,14.036076
C5orf24,21.15668,23.662491,18.827155,22.884988,18.070615,15.861839,10.307688,21.336942,32.249991,37.339568,26.389729,16.650149,25.385469,20.106582,16.844902,17.891921,23.160915,22.02183
C5orf28,17.557889,13.200044,19.647812,20.613104,32.883566,8.481157,21.667727,11.678898,15.847182,22.641126,13.384473,11.526902,18.044985,28.182292,15.664203,13.250975,15.591545,11.565446
C5orf30,1.901348,1.892829,3.357577,6.233144,4.39424,4.652213,4.553917,1.719833,1.273373,0.115016,3.479712,4.271265,3.002403,1.622814,4.286272,3.619231,12.786323,2.212221
C5orf34,12.440355,5.096887,4.573225,3.229754,2.835528,2.940903,5.113254,2.211041,2.939278,10.27631,7.233409,1.380664,3.284822,7.935011,2.15268,1.816732,2.227457,3.491125
C5orf38,0.277793,0,1.684862,1.535384,11.76001,2.551549,0.462837,0.962639,0.469718,0.254364,2.171073,2.580972,1.407145,0,2.333844,0.58018,3.174328,1.633459
C5orf42,146.784027,135.519173,120.703422,81.238515,142.160111,113.211136,149.826682,134.459249,78.885046,134.709599,103.917644,55.456842,67.612379,108.733334,70.963624,79.34586,57.502728,100.304998
C5orf45,53.077529,27.684972,15.992123,42.814623,42.025546,32.288427,24.007707,16.574324,39.420257,42.831661,56.264366,28.703184,11.873908,32.076268,27.115631,33.91931,41.955773,31.826266
C5orf46,0,7.073429,3.537446,2.699765,1.544807,1.949654,0.772781,2.688819,4.530898,22.556273,3.777304,1.66189,1.19323,6.679089,1.28357,0.832244,1.50235,2.493503
C5orf49,0,0,0.531732,0.477237,0.142885,0,0,0.179179,0,0,0.284947,0.371165,0.662688,0.566826,0.134638,0.180207,0.116104,0
C5orf51,19.957711,30.648906,28.063603,17.498465,20.653992,19.797416,17.886941,21.514521,26.931472,22.346118,21.299058,13.814833,24.429966,38.483687,16.338559,21.388082,14.415971,38.055487
C5orf56,38.672549,20.573354,11.223012,19.104809,46.60916,41.835948,48.043854,21.488368,52.693214,4.120299,25.89466,18.703992,17.212961,50.189292,28.33011,17.960921,22.61173,74.836296
C5orf60,0.171298,0.081814,0,0,1.050265,0.278134,0,2.547171,0,0,0,0.088869,1.661451,0,0.363152,0,0.490782,0.246845
C5orf63,5.430247,1.512038,5.70536,4.607943,8.552618,4.286697,3.711469,2.39884,1.550531,3.080925,1.395879,4.874418,4.196286,7.696505,3.360421,3.551532,4.115725,3.072675
C5orf66,0,0,0.037873,0.406836,0,0.055011,0,0,0.901342,0,1.912861,0.158181,0.165564,0,0.043037,0.146455,1.232798,0.084806
C6,4.516479,11.759288,19.667009,0.913573,3.724812,4.855619,9.050305,1.784777,7.26173,5.128185,19.496314,1.791362,1.330798,0.458315,1.988955,18.443751,0.949092,7.481807
C6orf1,6.498209,7.219188,7.401537,5.792908,7.766746,4.264723,8.780149,4.825351,7.635855,6.782931,4.599731,10.884315,6.772156,2.443405,4.914278,4.831794,6.018589,5.056397
C6orf106,59.327088,43.731005,37.912974,41.705346,49.994188,54.802388,48.988979,46.073506,41.359478,56.871219,77.9423,51.555654,52.674705,53.719594,56.346359,61.002056,49.238479,47.162401
C6orf118,4.935266,5.054317,1.902173,0.358445,0.727526,0.586318,1.564474,0.303054,2.267857,12.301016,6.277662,0.111657,1.718534,2.404457,0.121451,0.722626,0.654837,6.150814
C6orf120,5.419164,5.748768,5.035882,6.157543,3.499435,5.643809,5.971392,5.319381,8.212709,1.411378,3.030708,4.129173,4.300077,6.308976,5.210104,3.704185,3.43291,4.223098
C6orf132,4.874554,1.454637,6.064825,13.351126,3.433486,7.172241,2.980738,7.485212,7.095356,0.422034,4.937175,12.032282,7.095258,3.998552,6.933046,6.848938,9.128418,3.731218
C6orf136,6.494678,32.347324,14.446592,27.125652,23.184668,17.92974,26.23973,14.460637,18.183955,74.97365,13.507269,26.730311,32.593633,50.293893,17.872767,25.749085,12.941671,33.757963
C6orf141,0.81069,2.527908,5.183157,3.282021,8.658949,2.693109,3.957381,1.113339,0.233193,0.052942,2.643858,4.444482,0.873796,3.178909,2.579297,1.467651,71.053856,0.97104
C6orf163,12.356301,9.67725,8.76195,11.012726,8.951015,8.183155,6.198379,3.940097,4.593944,18.040039,15.11228,2.756659,5.603528,8.635888,8.3622,11.771985,7.83871,8.195561
C6orf165,0.429121,0.684535,1.033021,1.379628,3.29053,0.750385,0,0.808908,2.076049,1.999272,2.43044,1.323305,2.530103,1.415317,0.392849,0.466624,0.529697,0.557896
C6orf183,0.917653,0,0.684733,1.940927,1.406686,0.607773,2.294166,0.573404,0.258652,0,3.202066,1.151852,1.53092,1.506051,0.778066,0.728933,6.147203,0.165386
C6orf203,14.853938,11.367007,30.38914,18.693447,20.037462,16.501653,18.857389,11.616665,14.407004,38.506467,16.088462,8.769187,10.403664,18.522759,15.923064,14.93474,12.344676,20.953606
C6orf211,12.259387,8.169767,23.414094,19.125426,11.199254,14.245878,35.370907,6.346389,11.92806,18.112774,7.908952,15.575084,12.420901,34.917521,8.806748,10.00427,11.084976,7.958763
C6orf226,0,0,0,1.268352,1.307226,1.030522,2.042693,1.084157,0,0,1.71168,1.758832,0.75722,0.320806,1.086276,0.220234,0.529556,1.291321
C6orf3,0.156221,0.167917,0.194339,0.104346,0.372537,0.112876,0.200865,0.088145,0.132098,0.106856,0.37381,0,0,0,0.088311,0.283672,0.129916,0.211174
C6orf47,1.601691,3.607115,1.555533,4.126404,2.182436,1.487898,1.830522,2.710964,1.870322,1.008496,2.919929,2.21842,1.526904,2.486252,1.465822,2.146428,1.902751,3.608331
C6orf48,162.500174,135.491212,141.867398,84.626212,89.362315,126.888785,151.871573,69.895207,138.624069,161.495854,150.290573,99.891275,103.869647,163.217266,121.505203,113.574322,75.905166,130.867294
C6orf52,0,0.753713,0.520551,1.373844,0,0.354105,0,0,0,0,0.294116,0.738399,0,1.448341,1.641397,0.227197,1.822713,0
C6orf57,3.104032,2.9688,7.77017,3.690326,2.358509,2.121497,8.059493,1.367689,3.061399,6.330097,0.930582,2.071981,1.73212,7.963885,1.272418,2.363507,2.204775,2.233644
C6orf62,141.970517,128.04443,77.498538,142.541039,137.401239,125.371929,123.70636,140.263094,138.990642,101.230451,127.753691,124.084442,153.032476,131.683209,129.286793,109.618249,100.380087,111.663289
C6orf89,68.160526,40.195682,47.042496,40.258823,49.336441,46.428768,39.171987,41.893417,30.335832,39.914648,47.257995,33.107775,17.720379,46.910204,41.320162,45.387799,30.171889,33.688617
C7,27.810719,33.509134,74.499499,54.053202,50.458506,30.995424,28.472644,10.656183,32.646646,0.429587,27.277096,20.639633,27.353947,19.326326,41.346697,32.744165,30.934114,30.189645
C7orf25,11.529721,4.839309,1.707496,2.758448,1.548044,0.337664,1.274403,0.555706,0.876603,0.148419,0,1.481129,3.145162,3.325696,0.063557,0.962382,1.939431,2.280502
C7orf26,19.127231,10.995186,19.902858,13.842229,14.126412,15.892141,20.025885,12.060567,12.75204,27.437023,18.865051,10.716454,9.560894,16.904238,10.921533,15.375773,9.982423,18.388463
C7orf31,4.563601,2.733443,5.988931,4.999303,8.462503,9.372611,12.941436,3.603689,3.2653,5.599852,8.725601,3.17218,2.897277,3.528332,8.079625,12.6198,2.254721,7.699695
C7orf43,6.122707,3.886153,3.673112,11.709564,9.818333,8.029623,4.365819,6.317733,6.595815,6.476073,4.918784,18.428234,5.652011,5.676406,6.465692,5.277967,8.697926,9.090107
C7orf49,1.229939,11.179808,7.287192,10.647608,6.556803,7.670776,7.326334,5.906768,5.278138,2.489385,8.437775,9.598489,6.260844,3.406677,8.69032,5.5732,6.874865,9.423706
C7orf50,3.925137,9.447363,6.424218,16.733407,11.4382,4.375938,4.407629,10.690784,8.639415,18.271855,9.505158,18.752186,5.124113,1.279994,6.987631,4.586452,6.46106,25.269369
C7orf55,12.794312,0.488051,7.674629,5.789075,9.001685,13.335595,20.742641,3.728498,3.60367,6.179397,1.937703,9.99415,16.272312,10.186121,8.180021,3.054065,7.322596,32.994909
C7orf55-LUC7L2,80.910941,67.26013,73.397067,57.483922,93.0391,85.256917,52.849,73.923232,62.873669,41.639701,60.197223,45.690673,53.175787,85.935864,68.059712,96.342842,71.027747,64.031933
C7orf57,0.501095,0.883613,0.304318,0,0.063621,0,0,0.113331,0,0,0.279232,0,0.158713,0.749531,0,0.045616,0,0.488006
C7orf60,15.999741,4.92216,11.764466,4.085017,8.785599,7.674525,9.092267,6.91001,8.831268,2.315208,6.553949,2.854297,6.458033,10.686739,6.931093,7.623554,4.460412,5.742867
C7orf61,0.850844,1.929117,2.484804,1.924587,2.890635,0.649885,6.955026,0.315822,1.510299,13.771258,10.235401,1.804607,1.670522,0,1.132965,1.940635,2.003133,0.848139
C7orf73,9.858943,8.634484,10.84004,11.699501,12.861774,7.512559,8.379717,10.125299,11.460137,9.251082,7.716357,6.482723,7.352902,6.995682,5.06649,8.043055,5.501727,9.520829
C8orf31,0,0,0.700803,0.574909,0.347855,3.672052,1.462513,0.311496,0.08734,0.394849,0.07634,0,0.636256,2.299481,1.552181,3.686982,0.397004,2.081576
C8orf33,12.072091,4.434277,22.742745,10.271753,10.989727,6.077461,6.642351,6.113327,9.442522,32.338176,5.327022,10.354533,12.859477,5.01987,14.008389,9.080735,5.548864,9.019105
C8orf34,1.875425,2.497082,1.18943,0.416683,4.114878,0.203019,0.241281,1.518474,0.359112,6.104754,1.615263,1.560943,1.521985,8.344577,3.22894,2.367897,0.521696,0.704094
C8orf37,0.554872,0.67577,0.43996,0.592823,0.45327,0.521,1.711377,0.093833,1.079205,0,0.364919,0.777164,0.584208,0.414502,0.564056,0.880278,1.014527,0.164907
C8orf4,0.104594,4.498307,6.328001,11.67097,13.62539,40.222657,9.509372,3.544909,10.347083,9.412331,3.380917,12.624883,6.012332,5.327422,14.857613,11.320767,12.186538,11.489166
C8orf44,5.079465,2.903374,5.536836,1.707823,3.468188,4.532862,7.787624,1.440548,7.684376,3.351273,2.556426,2.206894,1.139919,0.718818,0.243256,2.640319,2.066236,0.387973
C8orf44-SGK3,5.750589,11.02713,11.182894,6.339715,9.539292,17.289458,24.617339,5.645807,4.565435,2.340573,22.36801,46.628092,3.776798,14.196591,11.623853,13.628952,20.442094,8.279047
C8orf46,1.31825,2.957277,0.273973,0.076708,0.078205,1.418458,0.717862,0.601422,2.769799,0.078468,3.038474,0.460436,0.030239,0.716592,0.356057,1.23551,0.877997,2.119126
C8orf48,0.41537,1.489219,0.348298,0.647864,1.418356,0.500702,0.831935,1.488135,0.117058,0.063388,0,0.721822,0.438636,0.282092,0.863189,0.44177,2.845007,0.412457
C8orf58,0.226775,6.068719,1.21432,2.536621,2.888571,2.540737,4.020574,2.246668,2.012888,1.720972,1.948841,2.499059,0.136509,2.483434,2.420053,2.104636,1.588357,1.887571
C8orf59,91.824417,65.670637,97.748317,102.301309,78.295368,147.830426,109.797517,73.099919,91.515449,96.75222,48.178149,72.331871,80.506845,104.883365,122.970616,144.885362,129.240725,108.759103
C8orf76,37.272526,23.822022,9.67894,36.069115,16.189308,6.90691,18.709546,17.379149,30.778533,5.675738,22.838834,15.403134,24.282603,23.859361,11.733024,14.608451,32.496378,10.028233
C8orf82,0.24038,1.333632,1.055462,1.54172,2.155738,2.234008,1.75931,2.344714,0.833594,0.781958,3.237077,0.763356,2.897728,1.14254,1.297989,1.505054,0.9713,1.631163
C8orf88,59.425115,9.871952,13.860511,11.012802,13.135108,20.282618,27.257886,13.396425,21.999966,64.53555,19.322229,4.380796,9.11097,34.689199,17.196877,22.661025,6.292013,34.485343
C9orf106,0.47221,0.169153,0.26343,1.064241,1.285989,0,0.354021,0.13311,0.59897,0,0.282347,0.183757,0.093232,0.080171,0.133361,0.053523,0.49061,0.143544
C9orf114,3.970176,13.034156,24.801672,21.073282,18.450746,21.043132,7.985444,7.343545,21.263496,17.799952,23.480826,41.529104,15.21094,12.034325,21.426689,15.46902,12.686146,26.100261
C9orf116,0.704833,0.50654,3.534323,3.628836,2.850934,2.046386,1.823982,0.603589,0,0,0.980489,6.158438,0.937609,0.239369,2.418987,2.814784,0.590713,0.76818
C9orf117,1.285972,0.388189,0.569101,4.357553,5.409909,4.286401,1.106755,0.258182,0.91569,0,3.523167,2.105108,0.557487,1.769519,0.562656,1.36723,0.805237,0.20585
C9orf129,0,2.816671,2.737589,0.915058,0,2.389907,0,0.234353,0.888941,0,1.184575,1.707394,0,0,1.296039,0.548706,0.939486,0.694961
C9orf139,0.145509,0.078166,0.053895,0.04857,0.467259,0.026266,0.124609,0.020489,0.153817,0,0,0.353833,0.038274,0.024704,0.020527,0,0.020144,0.009823
C9orf142,2.854485,3.122053,10.95375,18.950887,13.965157,10.226228,13.197453,11.11955,8.148769,20.303302,12.87565,20.64947,7.569856,7.315478,10.348367,10.509588,7.820989,20.531195
C9orf147,0.256731,0.331737,0.13201,0.171874,0.352275,0,0,0,2.987957,0,1.949047,1.84644,0,0,0.941235,0.332811,0,1.368215
C9orf152,0.137982,0.049433,0.925373,2.76458,2.255498,5.482537,1.300765,0,0.058339,2.232332,1.402895,4.656304,3.088624,1.827253,3.274749,1.471098,2.103173,0.466177
C9orf153,0.11239,0.080567,0,0.075103,0,0,0.096415,0.19052,0.814745,0,1.222303,0,0,0,0,0.051138,0.06237,0.060829
C9orf156,26.259419,25.444393,24.713633,37.455512,22.654277,33.799371,27.534826,23.966805,35.818185,9.063629,11.955796,17.529212,15.27966,22.689692,28.590476,25.748403,19.604649,23.608507
C9orf16,0,5.004239,1.5439,1.605372,3.79953,1.43314,0.216232,3.402897,1.008572,1.972316,0.499979,3.569339,4.981709,4.112054,4.771489,1.899994,2.389567,0.831988
C9orf170,0,0.040987,0.085082,0.038204,0.077898,0.12397,0.098035,0.032252,0.096759,0,0.205241,0,0.06024,0,0.032313,0,0.0317,0.092749
