,BOB12371,BOB12540,BOB16124,BOB17103,BOB17481,BOB18762,BOB20101,BOB20533,BOB20722,BOB21170,BOB21321,BOB21695,BOB23664,BOB23984,BOB25183,BOB26804,BOB27302,BOB28258
C9orf172,0.291153,0.089379,0.061681,1.221831,0.565983,0.330383,0.071247,0.187455,0.035174,0.13245,0.074578,1.961825,0.437705,0.084739,0.211283,0.263697,0.18429,0.505498
C9orf173-AS1,0,0.330125,0.057675,0.615474,0.235659,0.332939,0.197538,0.065061,0,0.052626,0,0.179807,0,0,0.065184,0.419148,0.063894,0.062315
C9orf3,58.381435,58.677458,68.085025,55.945697,43.693306,49.683271,54.992822,46.385051,41.537929,36.220841,45.607486,23.680506,32.874261,67.282821,43.935624,52.917847,70.824776,48.394405
C9orf40,0,0.701125,0.690132,0.490153,1.444531,0.883713,0.209683,0.04601,0.689422,2.528763,0.438999,0.847218,0.085924,0.166111,0.78365,0.333191,0.361657,0.374761
C9orf41,9.917685,13.870028,17.234777,18.781288,10.817119,18.763615,6.444624,13.426805,27.868461,21.463092,13.60524,11.560079,11.911696,29.368379,17.327051,14.09165,13.376783,16.332619
C9orf43,0,1.745497,0.373944,0.876109,0.702465,1.751762,0.481935,1.163522,1.029647,2.3517,1.849858,1.16887,1.225391,2.187302,0.264937,1.617571,0.259775,0.152013
C9orf47,0.037637,11.108134,4.109583,3.856873,6.1239,2.47978,1.73015,6.908646,4.151546,0.051352,24.607061,3.945479,4.980214,0.204478,1.008758,5.578689,3.277796,3.351956
C9orf64,10.418862,7.870679,14.302252,8.218492,11.552491,17.813092,10.980828,12.988293,10.482596,6.348664,23.852826,16.851018,5.087885,7.66937,8.847378,3.581451,9.503857,12.506203
C9orf69,0.333509,0.716869,1.074884,1.169049,1.325659,1.405228,0.083365,0.746914,0.501477,0,0.119671,3.235473,0.512521,0.090596,1.435314,0.300382,0.329224,1.347899
C9orf72,48.841426,43.443842,13.010907,16.961827,19.594946,18.180605,20.595493,39.759953,27.302175,43.586461,17.871811,8.806124,6.076053,25.965336,12.599376,30.801145,13.289438,19.46269
C9orf78,22.083422,57.943971,58.393503,64.440321,69.584088,55.485244,52.756481,65.63548,57.753756,15.058749,59.330087,57.317516,51.19648,79.584646,54.959801,58.286277,40.820776,65.842506
C9orf85,9.301734,12.470394,2.978775,6.548327,7.636065,8.311914,10.829489,7.057259,6.464705,16.565136,13.132962,2.977715,8.542529,16.954165,5.772688,6.330848,5.517581,10.372106
C9orf89,1.674404,11.248629,7.98098,9.501289,12.634752,17.269433,15.72205,12.218184,19.133196,6.444987,16.400135,19.165681,7.045888,15.545571,11.197036,5.413868,12.357613,10.721252
C9orf9,1.227792,5.288546,2.99968,3.108944,5.928092,1.90087,2.32687,0.209564,0,2.538756,2.064971,6.46119,1.57968,1.642428,2.973658,2.716113,2.464367,0.873908
C9orf91,12.23295,4.368439,5.025754,11.484414,5.683254,8.299865,4.062237,3.593793,1.91171,1.73313,7.727206,14.672899,4.568397,5.029217,6.612307,5.088231,5.829934,6.489974
CA1,0,0,5.879667,0.368081,3.029975,1.994258,15.233081,3.54267,0,0,6.508579,0,1.83916,24.490743,0,3.008832,0,0.388459
CA11,2.521206,4.450743,7.657461,2.179518,5.310833,4.639789,1.895293,1.01046,2.402149,0.384542,4.724039,6.901801,2.688791,2.644006,8.750764,4.259044,1.517913,8.358446
CA12,18.700399,25.582565,43.460812,86.165292,79.675208,66.534958,72.053643,32.66858,42.050594,6.804948,56.703823,181.574903,25.913819,40.165471,40.601413,17.266881,181.06165,41.603394
CA13,1.700879,2.353092,6.247424,2.10544,4.253003,2.897088,4.262168,1.834104,2.710947,1.884228,4.364337,2.193492,2.149476,3.175091,2.637667,4.881866,0.631293,3.145022
CA14,0,0,0.781339,0.24253,0.406662,0.167527,0.994715,0,0,0,0.471056,0.363739,0,0,0.131598,0.197161,0.44542,0.021289
CA2,42.921027,52.084597,28.600251,7.536998,318.526267,27.563371,29.98436,29.763629,7.73441,2.094742,183.913344,66.728278,11.624882,35.781039,42.277583,15.244614,12.515481,18.019645
CA3,1.44712,2.411765,3.756984,2.826614,1.592123,1.68998,0.477461,2.167748,7.343369,2.543596,15.654701,2.027858,1.233093,1.511966,10.263062,3.870566,1.235458,2.01825
CA4,2.101802,3.272861,7.296169,2.024199,5.007523,8.809937,0.517534,3.657061,1.976976,0,17.80089,2.53694,5.443549,0,5.560342,11.130291,3.100667,5.70673
CA5B,31.515389,12.90936,11.589176,21.318118,18.328941,34.394914,20.195173,23.446472,15.231417,0.120621,12.882921,15.227343,15.179672,24.076013,15.954907,26.331831,23.966269,17.26245
CA5BP1,3.699837,8.921679,6.326152,16.03501,6.897888,10.455698,13.195735,10.240505,14.314566,35.010932,24.049927,6.075634,19.880695,7.803532,11.152537,17.802011,10.651125,12.978292
CA6,0,0,2.570436,0.755857,12.975185,0.317586,0.248897,0,1.300211,0,0,1.846609,28.78907,0,1.439892,1.857667,0.074067,0
CA8,0.35378,4.178485,34.248372,12.085143,13.024697,11.05408,11.584868,3.687867,6.545399,2.109231,17.113518,23.39761,30.258106,5.410149,12.687716,23.618703,5.250485,2.829736
CAAP1,8.185057,18.113334,7.494418,7.411799,12.406926,12.442783,6.835438,10.698393,1.983966,7.272282,11.034489,11.945551,4.954072,6.830187,6.631937,7.60556,8.861785,11.426376
CAB39,43.006991,73.317336,33.177359,42.113575,31.464937,56.838694,26.85076,63.867234,45.596689,22.153333,40.455426,19.137842,49.808113,28.071385,32.577038,39.34048,24.939637,26.60563
CAB39L,15.836216,6.373655,12.638842,27.30865,19.083336,23.832868,9.283533,6.955268,22.693831,0,14.355303,12.151105,9.062104,10.891031,12.563945,40.54815,12.350233,13.622641
CABIN1,85.836912,75.668896,76.901483,78.080846,92.276818,78.939407,50.862958,63.685171,73.816782,79.79949,82.330275,118.111286,60.325638,62.440697,73.253301,71.88791,109.155459,89.538066
CABLES1,9.772878,7.467449,14.16098,21.63035,17.929654,12.794619,24.718653,15.209379,12.249415,25.627885,13.65003,16.312368,13.592135,10.385738,17.261576,14.189759,16.694935,16.550551
CABLES2,1.019387,1.4372,4.121256,1.231621,2.514365,0.911475,1.457842,2.513861,1.067295,6.813113,0.406243,5.576378,4.05289,7.016778,3.18372,0.989667,5.101137,2.565548
CABP1,0.671261,1.7084,2.505618,1.529743,4.170104,2.881743,0.305581,0.238146,0.361221,0,0.894068,0.564475,0.485446,2.861519,1.402951,0.856709,0.836165,5.187708
CABP4,0.866582,4.065331,1.921555,3.161707,2.607887,7.268161,0,1.997356,0.960164,5.000863,4.256977,6.179819,0.310065,0.049967,1.407177,1.689691,2.494854,1.246717
CABYR,12.643291,5.903164,13.262372,21.409471,28.549556,13.673019,9.856948,3.553746,22.045278,7.004229,10.770098,32.566179,29.809428,8.176143,11.178526,6.788339,16.242706,9.245014
CACFD1,0.558312,0.20002,0.551147,0.599898,0.729614,1.6488,2.6866,1.134269,1.763697,0,0.24026,10.93097,2.388316,0.142184,2.398749,1.955179,2.574699,3.882376
CACHD1,12.507216,6.896891,26.573784,10.775996,25.712222,17.227837,15.730107,8.44724,11.67952,9.115968,11.891444,5.344606,5.497292,12.36471,20.182985,19.041729,5.441203,13.560528
CACNA1A,1.87633,2.388948,2.836432,0.183656,0.989739,2.659776,2.392581,1.580542,0.043848,0,3.350358,0.48673,2.011514,0.637292,0.730336,3.028235,0.786599,1.646721
CACNA1B,0,0,0.111212,0.066941,0.340954,0,0.38638,0.723626,0.33926,0,0.2846,0.327845,0.013182,0.71966,0.028282,0.204145,0.155263,0.234538
CACNA1C,37.893418,29.894448,33.416653,12.797595,30.279689,17.367999,31.9037,27.974526,28.477827,60.609909,37.772562,14.179031,13.047801,34.009925,23.34455,17.718786,7.584081,34.506572
CACNA1C-AS1,0.312171,0,0,0.174455,0.429278,0.062908,0.447808,0,0.073607,0,0,0,0.137636,0,0,0.197709,0.096549,0.047081
CACNA1D,24.932589,4.616499,10.688022,18.241752,62.137965,27.895058,15.610774,2.630947,3.763115,0.376918,29.91861,61.691115,18.688522,23.516095,18.451284,15.267405,10.566716,5.747257
CACNA1E,2.882645,2.852226,0.756194,0.624544,0.177355,0.037182,0.557965,5.294268,0.435801,0,1.038464,0.068875,0.013531,0.314953,0.101719,0.784976,0.05072,0.182542
CACNA1F,4.689014,2.805242,7.626015,4.893458,1.283396,1.325003,2.965803,0.139923,1.865013,0.169443,5.292308,3.581678,1.392208,0.253122,0.898993,3.972232,2.258736,1.182458
CACNA1G,2.421777,0.835779,3.810524,1.694888,6.577565,15.255501,2.912103,1.583491,0.73497,0.561342,1.900906,1.801765,1.788682,4.059224,19.327069,1.498708,1.206413,6.552321
CACNA1H,19.068524,1.63963,5.933012,18.670708,10.497597,2.880776,1.772504,4.87955,1.716209,16.85573,3.717596,2.534866,3.509888,4.650704,3.427955,3.361154,12.409951,7.375717
CACNA1I,0,0.012899,0.508426,0.586803,1.916233,0.104018,0.233595,0.242233,0.389479,0,0.380351,0.236505,0.191318,0.267609,0.313168,0.65173,0.285248,0.090024
CACNA2D1,54.566837,137.835079,257.171979,53.861211,68.999586,85.855962,73.691989,139.905958,81.927386,45.384396,116.17241,28.702863,43.820956,67.513038,63.176876,98.794912,51.977582,110.67161
CACNA2D2,1.764469,0.153217,12.313723,5.153063,5.657841,3.87769,1.073228,0.514914,1.491915,0,1.498948,3.693205,0.842179,0.354628,3.921014,1.825042,1.962974,3.792293
CACNA2D3,1.256807,5.227083,17.946378,1.88316,1.951021,2.675021,0.914262,2.06557,1.714972,0,1.578772,0.495555,0.499391,2.970774,1.739544,6.166624,1.604755,1.575414
CACNA2D4,8.920464,9.427723,0,3.062892,4.105362,3.953013,1.013894,8.199593,4.584784,0,1.877572,2.000522,1.201962,0.144498,1.378667,2.167345,1.421673,0.29811
CACNB1,3.827679,7.379829,4.808497,10.108035,4.87616,5.416319,8.789666,7.006364,7.495156,10.804754,20.911886,9.56525,2.601243,9.724119,8.043389,8.15221,5.90219,8.054898
CACNB2,45.681332,1.151487,10.362481,3.937045,21.957986,8.835303,23.013728,4.553101,4.404425,55.038879,5.077693,19.01077,8.01947,6.067921,12.927011,6.259686,11.324932,5.536623
CACNB3,15.900347,13.063832,32.435395,59.153895,19.949068,27.889388,27.738451,18.246728,20.794988,65.04217,28.009932,29.571035,26.494796,36.490117,14.533522,12.177927,40.069111,23.72127
CACNB4,7.394931,5.168846,14.130744,4.503332,8.91936,8.135815,10.165248,17.8388,3.536471,0,6.421761,4.043137,17.105477,4.694376,5.642056,5.217401,2.085517,3.31328
CACNG4,3.171971,1.998135,9.213349,2.154571,2.084774,5.648494,12.369372,2.37365,0.832449,4.581643,4.577541,9.730402,4.462365,2.822639,3.057586,1.041085,8.332611,3.221083
CACNG8,0.020421,0.058496,0.010056,0,0.069413,0.014741,0.017482,0.103446,0.086352,0,0.024398,0.042285,0,0.013868,0.011516,0.018469,0.045214,0.011024
CACTIN,2.042967,1.922573,7.372955,9.046861,10.008903,4.779296,2.452114,9.093294,7.815072,6.896635,5.705327,9.296564,3.368921,3.564074,8.712705,12.631496,6.371539,8.426442
CACTIN-AS1,0,0,0.151447,0.270005,0,0.51118,0.346587,0.171179,0,0,0,0,0.21309,0.480281,0.228671,0.183737,0.336288,0.327976
CACUL1,58.687642,87.063648,54.0651,56.470331,62.836904,69.350382,67.967808,70.796659,70.210813,65.413461,36.770465,46.641864,85.302647,85.378485,53.536096,65.7934,61.701327,31.327253
CACYBP,28.594479,27.003773,64.558274,41.708776,24.091936,27.032889,24.59819,33.899388,28.238949,39.331467,47.206869,18.16071,72.523045,28.62897,27.447254,26.567043,30.089454,56.166568
CACYBPP2,4.576735,6.331756,2.423974,3.776939,1.698878,2.733929,0.607994,2.816751,2.977841,0,0,0.930597,4.686165,6.462956,2.015822,3.230453,1.777149,2.400563
CAD,47.242283,16.053087,39.970645,26.66651,23.684641,20.406232,24.841493,17.913095,25.819113,42.793022,23.22209,24.237196,36.329176,33.645494,30.318594,20.050925,31.557219,33.045317
CADM1,86.605649,38.121389,240.109928,23.201686,33.02717,26.38762,26.491826,46.995428,28.970553,112.098431,76.481222,34.254656,53.75938,51.41337,45.781613,45.654244,21.142254,105.870277
CADM2,0,0.340762,1.032224,0.103281,1.662968,0.670534,5.617852,0.524665,0,1.911498,3.428165,1.549826,0.328961,0.038291,1.199035,0.785478,2.677638,2.309969
CADM3,0.049087,0.318064,2.648534,1.693612,1.271452,1.287508,3.249433,0.876432,1.124145,0,4.077695,1.559449,0.233831,0,2.83728,5.487299,0.663035,2.025595
CADM3-AS1,0.323759,0.566847,0.390815,0.648405,0.80751,0.83117,0.400478,0.384956,0.273796,0.229022,0.343956,0.223671,0.26494,0.122148,0.771361,0.504813,0.159363,0.893679
CADM4,1.839983,0.816298,6.376451,4.448344,2.985989,2.59603,1.427311,1.658328,1.185387,1.919005,3.250423,7.422898,4.248424,1.547086,3.914491,3.462664,4.616005,3.175027
CADPS,31.151657,18.648861,9.459859,1.86929,8.897563,3.847771,6.318538,19.129146,4.390334,58.805048,17.3162,1.281198,8.382259,12.872572,0.313431,3.969759,5.894325,26.022574
CADPS2,22.208569,17.816689,18.324691,43.939602,26.421259,72.424728,29.95463,21.997852,25.447679,11.022542,23.69393,37.527814,65.351104,24.429989,32.723451,31.553682,35.990062,19.861131
CALB2,2.679,5.793706,1.369843,2.032969,3.999118,8.359602,4.55904,6.227076,3.684621,13.230815,6.627501,0.787357,1.579697,0.909806,5.487854,9.76797,6.302427,1.77027
CALCB,0.288231,1.554125,0.446119,0.526887,0.518578,0,0,0.446664,0.499344,1.405256,2.015603,0.131327,0.208374,0.13373,0.111879,0.165977,0,0.879316
CALCOCO1,72.271562,89.215145,61.43643,68.326912,103.460413,76.842157,67.954681,96.856415,56.679498,71.51099,69.547695,63.895608,35.739484,87.977914,69.874863,93.146546,52.246178,91.0914
CALCOCO2,288.576207,232.874855,173.427412,129.180729,233.111843,171.436752,213.332695,165.381412,162.756377,432.392562,218.39641,120.542263,249.406274,311.623268,157.600461,285.978679,149.109623,218.607627
CALCR,0,0.254655,1.087984,0.807424,0.917528,0.191615,0,0.229487,0.094844,0,0,0.634448,0.285608,2.034192,0.964915,0.4311,0,0
CALCRL,20.034856,14.42629,11.01198,11.744916,19.172273,22.787521,26.468666,17.46364,12.768299,12.280419,11.034732,7.778942,10.647726,12.392703,20.566057,27.45825,9.313064,15.165803
CALD1,782.337472,745.008996,307.173771,340.6611,492.801828,551.017265,359.25699,660.916306,383.605686,511.840135,339.763372,160.405177,278.87343,647.150672,405.661462,386.655244,194.152738,455.174574
CALHM2,8.277416,11.163999,5.493814,7.949425,8.394621,7.176409,7.187399,12.025861,7.388827,9.972918,15.758328,14.654108,3.442588,9.539108,11.580392,7.279621,9.141036,14.748615
CALM1,107.15927,192.303113,203.354539,158.266525,188.017768,162.585196,146.195879,237.95609,127.084335,153.438916,151.015979,101.151003,116.231649,169.183961,140.316315,158.702725,152.038916,157.445914
CALM2,120.631056,160.069538,183.801294,136.447405,209.789309,176.829855,132.740843,159.568365,140.742739,127.293332,160.463131,136.892696,262.364715,206.149721,168.558821,162.123802,144.811518,111.737734
CALM3,131.913035,114.601574,129.677135,57.847977,133.204373,93.16744,86.670041,150.9013,59.426301,88.852772,52.049477,103.510252,54.281461,72.267868,135.285781,69.322743,87.788787,121.458766
CALML3,0.067761,0,0.168274,0.633563,0.13845,0.636377,0,0,0.343797,0.370542,0.688927,0.438982,0.499627,0,0.382884,0.122959,0.187784,0.146513
CALML3-AS1,0.462295,0,0,0.026849,0,0.058079,0.137772,0,0,0,0.024035,0.020843,0.02116,0,0.022697,0.01821,0.066818,0.254753
CALML4,10.875734,10.161168,7.245524,3.909822,13.801656,4.133013,6.596196,10.418483,5.763855,4.013309,7.072518,2.359113,4.260151,11.130598,4.586064,5.770237,5.25454,10.310529
CALML5,0,0,0,6.742791,0.708753,3.555854,0,0,3.71048,0,0,0.542437,19.172327,2.9817,2.206757,1.186697,10.936599,1.122799
CALML6,3.152782,0,0,0.302305,0.999146,1.192752,0,0.900613,1.521953,0.093972,0.738911,0.214064,0,0.628763,0.116429,0,0.114145,0.214529
CALN1,0,0,0.055691,0.315966,0,0.213053,0.253107,1.014036,0.993216,0,0.012454,0,0,0.798225,0.347119,0.442937,0.798705,0.389798
CALR,244.164277,396.430511,805.885846,353.577959,407.747277,491.727771,220.20894,440.171839,248.407129,409.858843,444.259616,578.757493,520.35512,322.090151,494.84951,267.806693,416.37273,664.62133
CALU,198.020346,313.834005,201.984751,112.128534,140.349592,166.701869,143.282188,347.144966,114.394647,151.127289,139.687806,102.791006,123.991368,180.132877,155.339907,77.325584,106.308363,215.661036
CAMK1,8.234773,9.024862,9.035521,6.55187,9.139373,6.696031,9.126641,8.777365,4.415131,5.946779,10.50754,8.893853,3.251892,3.416282,13.366225,10.831865,3.660508,13.155868
CAMK1D,19.944858,34.407473,20.380518,6.919786,15.537528,16.734365,21.07897,38.283885,17.259226,34.659612,29.938175,7.121031,8.906561,16.27491,8.669836,11.205679,10.130076,28.480734
CAMK1G,0.542172,0,12.70717,0.051734,0.308961,3.26705,1.458739,0.989241,5.312212,0,0.046332,0,0.477292,0,1.041062,0,1.008482,0.020939
CAMK2A,5.467318,5.308702,1.78755,0.085003,0.955005,2.020593,3.256647,1.276001,1.408552,0.686425,0.581082,0.198391,0.215322,1.043796,0.215301,0.753044,0.056526,2.088204
CAMK2B,1.120933,4.603212,2.198493,2.344597,20.964504,2.528633,0.075659,6.155339,1.992235,0,0.082751,2.625104,1.097592,4.232668,2.599424,5.272444,1.554328,3.700142
CAMK2D,87.605889,106.660287,59.539507,43.115241,58.578585,43.161897,69.784713,86.314031,79.669255,108.340349,83.93046,44.099818,48.048787,59.800773,48.830426,70.823975,19.981453,72.074498
CAMK2G,29.835078,23.533969,29.462656,27.918845,31.141724,29.047997,31.991419,21.317761,23.041219,28.542901,20.593957,31.335028,26.929774,22.356709,29.952477,19.734544,20.444907,21.671778
CAMK2N1,4.709146,1.978213,8.245667,4.664093,3.527926,6.049588,3.11081,4.077734,3.722124,0.888756,4.371615,2.151113,3.807584,4.300849,6.137731,1.364033,6.212453,3.424585
CAMK4,2.042077,4.35202,6.675861,4.259439,3.616907,2.306726,4.406496,9.624481,9.170349,0.006587,3.175133,2.227328,2.010929,8.902404,1.021279,1.147896,1.731456,1.332361
CAMKK1,1.865459,4.311736,1.221623,3.302993,3.876789,2.41032,1.833142,4.623326,4.676826,17.746489,1.11799,4.468167,3.378771,3.09841,4.6273,4.022277,2.485918,8.510546
CAMKK2,17.915674,17.442673,19.8276,23.490289,21.328879,18.464335,21.306196,18.211921,12.927744,31.366106,16.833116,21.566076,16.42482,15.005696,22.916415,17.277202,20.876058,27.435725
CAMKMT,12.260145,8.761727,7.67281,13.337536,17.558699,12.070018,12.520781,8.930751,9.397341,18.579139,12.574332,5.546519,6.34188,18.448787,3.792032,6.798989,11.068693,9.745664
CAMLG,15.696047,9.03563,12.583918,13.048208,11.850319,14.119772,9.819271,11.941497,12.256707,18.470086,13.495652,11.390194,13.146269,13.513674,11.770696,15.748293,11.313655,12.338894
CAMSAP1,15.43949,31.599937,40.742674,25.407858,26.774654,38.625779,26.10126,19.748611,15.900711,15.035199,14.525135,22.019731,19.98377,9.532058,15.816456,24.159039,14.979321,15.725113
CAMSAP2,48.822217,63.133377,56.213196,49.572895,47.526314,62.845719,60.558647,58.154576,41.093318,85.907409,55.713703,23.41991,51.679117,50.521681,38.336147,60.355284,31.664863,49.002246
CAMSAP3,2.818679,0,5.342825,14.093868,6.221166,8.741859,3.327879,0.471297,14.110781,0.579716,6.817058,20.36899,8.819305,2.33897,9.483635,5.84049,6.523876,1.454725
CAMTA1,59.784098,36.757541,61.548814,27.265549,79.777479,61.009512,48.916351,29.755835,50.385258,32.956422,49.019474,35.512058,33.402349,92.227137,42.256075,53.057624,30.12304,48.8749
CAMTA2,9.727103,27.913429,23.164677,42.352797,35.722024,32.048418,9.693767,33.775134,37.496491,7.911124,14.053129,39.002529,15.627101,35.992974,33.121118,28.966144,39.923143,31.605536
CAND1,73.09627,68.067354,80.16704,73.353645,56.961431,69.132858,67.640887,58.649293,55.76727,78.572482,55.598712,47.404822,77.173785,89.252645,50.700052,60.139106,65.132598,47.299491
CAND2,7.505378,1.816167,2.089051,1.09687,1.246537,5.012207,0.564333,0.471191,2.726966,7.540348,3.301768,0.957045,0.461053,1.622084,1.011595,0.721423,0.854757,3.949886
CANT1,49.29429,22.462221,45.150006,152.085325,39.59783,36.03043,72.980237,29.883241,35.042263,24.092837,40.699076,85.212772,115.511338,77.428692,48.209716,31.551304,128.73479,55.236984
CANX,353.519071,322.939466,467.685902,385.229306,370.856536,380.558658,281.989785,292.83989,290.291499,558.558931,419.596939,446.496108,704.325515,601.570145,314.096583,306.591028,391.925374,382.788204
CAP1,168.760149,320.852327,153.585718,119.201576,141.033237,174.349764,80.315512,154.610008,139.385956,263.446538,151.321695,119.793104,168.011262,163.310224,125.362089,113.485068,132.109148,181.616951
CAP2,22.13595,12.68875,21.36118,11.446027,17.255199,25.521538,33.481776,8.462791,14.61405,85.898982,34.855922,24.698511,29.763058,51.12035,24.222216,12.834698,24.440833,22.666492
CAP2P1,0.579036,1.453306,0.656233,0.870954,1.582166,1.151806,0.124276,3.440224,1.468608,3.845446,0.607165,0.301985,0.076451,0.491556,0.820658,2.970483,0.723657,1.372344
CAPG,38.680056,121.781057,25.64784,37.16183,23.410806,26.939245,25.004417,44.497224,23.080277,22.518882,14.435068,81.684402,32.499598,17.2064,33.185674,18.323601,61.075692,15.189971
CAPN1,37.760406,48.080093,59.04273,61.397733,58.923038,75.357879,43.360771,45.699574,70.796105,72.328153,37.170824,124.088783,82.532619,43.630093,69.16837,42.832222,71.588184,72.145973
CAPN10,4.069895,11.406294,10.390744,7.496258,7.216661,7.985216,3.040577,6.865042,7.966214,19.354732,5.438284,10.57514,6.517896,5.8653,6.504906,6.705802,10.013728,5.956986
CAPN10-AS1,0,0.098443,0.067985,0.091755,0.093517,0.066163,0,0.025811,0.193693,0.04169,0.027382,0.166247,0.024107,0.124437,0.07758,0.083002,0.076122,0.061867
